iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SAU,Asia,Saudi Arabia,2020-06-18,145991.0,4757.0,4281.429,1139.0,48.0,40.286,4130.962,134.60399999999998,121.147,32.229,1.358,1.14,1.1,,,,,,,,,26016.0,1265587.0,35.811,0.736,22093.0,0.625,0.194,5.2,tests performed,,,,,,,,,,,,81.94,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-19,150292.0,4301.0,4335.714,1184.0,45.0,41.57100000000001,4252.663,121.701,122.683,33.501999999999995,1.273,1.176,1.09,,,,,,,,,24708.0,1290295.0,36.51,0.6990000000000001,23139.0,0.655,0.187,5.3,tests performed,,,,,,,,,,,,81.94,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-20,154233.0,3941.0,4417.857,1230.0,46.0,42.57100000000001,4364.177,111.515,125.008,34.804,1.3019999999999998,1.205,1.08,,,,,,,,,35656.0,1325951.0,37.519,1.009,25465.0,0.721,0.173,5.8,tests performed,,,,,,,,,,,,81.94,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-21,157612.0,3379.0,4295.857,1267.0,37.0,42.143,4459.79,95.612,121.556,35.851,1.047,1.192,1.07,,,,,,,,,33614.0,1359565.0,38.47,0.951,27373.0,0.775,0.157,6.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-22,161005.0,3393.0,4136.714,1307.0,40.0,42.286,4555.798,96.008,117.052,36.983,1.132,1.197,1.06,,,,,,,,,27253.0,1386818.0,39.241,0.7709999999999999,28748.0,0.813,0.14400000000000002,6.9,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-23,164144.0,3139.0,3975.571,1346.0,39.0,42.0,4644.6190000000015,88.821,112.493,38.086,1.104,1.188,1.05,,,,,,,,,34511.0,1421329.0,40.218,0.977,30324.0,0.858,0.131,7.6,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-24,167267.0,3123.0,3719.0,1387.0,41.0,42.286,4732.988,88.368,105.233,39.247,1.16,1.197,1.04,,,,,,,,,37740.0,1459069.0,41.286,1.068,31357.0,0.887,0.119,8.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-25,170639.0,3372.0,3521.143,1428.0,41.0,41.286,4828.402,95.414,99.634,40.407,1.16,1.168,1.04,,,,,,,,,38470.0,1497539.0,42.374,1.089,33136.0,0.938,0.106,9.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-26,174577.0,3938.0,3469.286,1474.0,46.0,41.429,4939.831,111.43,98.167,41.708,1.3019999999999998,1.172,1.03,,,,,,,,,44275.0,1541814.0,43.627,1.253,35931.0,1.017,0.097,10.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-27,178504.0,3927.0,3467.286,1511.0,37.0,40.143,5050.95,111.118,98.11,42.755,1.047,1.136,1.02,,,,,,,,,45521.0,1587335.0,44.915,1.288,37341.0,1.057,0.093,10.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-28,182493.0,3989.0,3554.429,1551.0,40.0,40.571,5163.823,112.873,100.576,43.887,1.132,1.148,1.02,,,,,,,,,45104.0,1632439.0,46.191,1.276,38982.0,1.103,0.091,11.0,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-29,186436.0,3943.0,3633.0,1599.0,48.0,41.714,5275.394,111.571,102.799,45.245,1.358,1.18,1.01,,,,,,,,,48173.0,1680612.0,47.555,1.3630000000000002,41971.0,1.188,0.087,11.6,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-06-30,190823.0,4387.0,3811.286,1649.0,50.0,43.286,5399.528,124.135,107.844,46.66,1.415,1.225,1.01,,,,,,,,,35173.0,1715785.0,48.55,0.995,42065.0,1.19,0.091,11.0,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-01,194225.0,3402.0,3851.143,1698.0,49.0,44.429,5495.791,96.263,108.972,48.047,1.3869999999999998,1.257,1.0,,,,,,,,,53214.0,1768999.0,50.056,1.506,44276.0,1.253,0.087,11.5,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-02,197608.0,3383.0,3852.714,1752.0,54.0,46.286,5591.517,95.725,109.016,49.575,1.528,1.31,0.99,,,,,,,,,43927.0,1812926.0,51.299,1.243,45055.0,1.275,0.086,11.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-03,201801.0,4193.0,3889.143,1802.0,50.0,46.857,5710.161999999998,118.645,110.047,50.989,1.415,1.3259999999999998,0.98,,,,,,,,,52135.0,1865061.0,52.774,1.475,46178.0,1.307,0.084,11.9,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-04,205929.0,4128.0,3917.857,1858.0,56.0,49.57100000000001,5826.968000000002,116.806,110.86,52.574,1.585,1.403,0.97,,,,,,,,,50564.0,1915625.0,54.205,1.431,46899.0,1.327,0.084,12.0,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-05,209509.0,3580.0,3859.429,1916.0,58.0,52.143,5928.267,101.3,109.206,54.215,1.641,1.475,0.97,,,,,,,,,60064.0,1975689.0,55.904,1.7,49036.0,1.388,0.079,12.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-06,213716.0,4207.0,3897.143,1968.0,52.0,52.714,6047.309,119.041,110.274,55.687,1.471,1.492,0.96,,,,,,,,,42968.0,2018657.0,57.12,1.216,48292.0,1.366,0.081,12.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-07,217108.0,3392.0,3755.0,2017.0,49.0,52.57100000000001,6143.289000000002,95.98,106.251,57.073,1.3869999999999998,1.4880000000000002,0.95,,,,,,,,,56324.0,2074981.0,58.714,1.594,51314.0,1.452,0.073,13.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-08,220144.0,3036.0,3702.714,2059.0,42.0,51.57100000000001,6229.195,85.90700000000002,104.772,58.261,1.188,1.459,0.94,,,,,,,,,56311.0,2131292.0,60.307,1.5930000000000002,51756.0,1.464,0.07200000000000001,14.0,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-09,223327.0,3183.0,3674.143,2100.0,41.0,49.714,6319.262,90.066,103.964,59.422,1.16,1.4069999999999998,0.93,,,,,,,,,57630.0,2188922.0,61.938,1.631,53714.0,1.52,0.068,14.6,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-10,226486.0,3159.0,3526.429,2151.0,51.0,49.857,6408.649,89.387,99.784,60.865,1.443,1.411,0.93,,,,,,,,,50000.0,2238922.0,63.353,1.415,53409.0,1.511,0.066,15.1,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-11,229480.0,2994.0,3364.429,2181.0,30.0,46.143,6493.366999999998,84.71799999999998,95.2,61.714,0.8490000000000001,1.306,0.92,,,,,,,,,47587.0,2286509.0,64.699,1.347,52983.0,1.499,0.064,15.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-12,232259.0,2779.0,3250.0,2223.0,42.0,43.857,6572.001,78.635,91.962,62.902,1.188,1.241,0.91,,,,,,,,,69313.0,2355822.0,66.66,1.961,54305.0,1.537,0.06,16.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-13,235111.0,2852.0,3056.429,2243.0,20.0,39.286,6652.701999999998,80.7,86.485,63.468,0.5660000000000001,1.112,0.91,,,,,,,,,43957.0,2399779.0,67.904,1.244,54446.0,1.541,0.056,17.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-14,237803.0,2692.0,2956.429,2283.0,40.0,38.0,6728.874,76.173,83.655,64.6,1.132,1.075,0.9,,,,,,,,,62168.0,2461947.0,69.663,1.759,55281.0,1.564,0.053,18.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-15,240474.0,2671.0,2904.286,2325.0,42.0,38.0,6804.453,75.579,82.18,65.788,1.188,1.075,0.9,,,,,,,,,61348.0,2523295.0,71.399,1.736,56000.0,1.585,0.052000000000000005,19.3,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-16,243238.0,2764.0,2844.429,2370.0,45.0,38.571,6882.663000000001,78.21,80.486,67.062,1.273,1.091,0.89,,,,,,,,,68707.0,2592002.0,73.343,1.944,57583.0,1.629,0.049,20.2,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-17,245851.0,2613.0,2766.429,2407.0,37.0,36.571,6956.601,73.937,78.279,68.108,1.047,1.035,0.89,,,,,,,,,65522.0,2657524.0,75.197,1.854,59800.0,1.692,0.046,21.6,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-18,248416.0,2565.0,2705.143,2447.0,40.0,38.0,7029.18,72.579,76.545,69.24,1.132,1.075,0.88,,,,,,,,,51298.0,2708822.0,76.649,1.452,60330.0,1.707,0.045,22.3,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-19,250920.0,2504.0,2665.857,2486.0,39.0,37.571,7100.033,70.85300000000002,75.433,70.344,1.104,1.063,0.88,,,,,,,,,60656.0,2769478.0,78.365,1.716,59094.0,1.672,0.045,22.2,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-20,253349.0,2429.0,2605.429,2523.0,37.0,40.0,7168.764,68.73100000000001,73.723,71.391,1.047,1.132,0.87,,,,,,,,,59608.0,2829086.0,80.05199999999998,1.6869999999999998,61330.0,1.735,0.042,23.5,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-21,255825.0,2476.0,2574.571,2557.0,34.0,39.143,7238.825,70.061,72.85,72.35300000000002,0.962,1.108,0.87,,,,,,,,,55338.0,2884424.0,81.618,1.5659999999999998,60354.0,1.7080000000000002,0.043,23.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-22,258156.0,2331.0,2526.0,2601.0,44.0,39.429,7304.783,65.958,71.476,73.598,1.245,1.116,0.87,,,,,,,,,60530.0,2944954.0,83.33,1.713,60237.0,1.704,0.042,23.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-23,260394.0,2238.0,2450.857,2635.0,34.0,37.857,7368.109,63.326,69.34899999999999,74.56,0.962,1.071,0.86,,,,,,,,,55660.0,3000614.0,84.905,1.575,58373.0,1.652,0.042,23.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-24,262772.0,2378.0,2417.286,2672.0,37.0,37.857,7435.397,67.288,68.4,75.607,1.047,1.071,0.86,,,,,,,,,55970.0,3056584.0,86.48899999999998,1.584,57009.0,1.6130000000000002,0.042,23.6,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-25,264973.0,2201.0,2365.286,2703.0,31.0,36.571,7497.677,62.28,66.928,76.484,0.877,1.035,0.86,,,,,,,,,60374.0,3116958.0,88.197,1.7080000000000002,58305.0,1.65,0.041,24.7,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-26,266941.0,1968.0,2288.714,2733.0,30.0,35.286,7553.363,55.687,64.76100000000001,77.333,0.8490000000000001,0.998,0.85,,,,,,,,,56951.0,3173909.0,89.809,1.611,57776.0,1.635,0.04,25.2,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-27,268934.0,1993.0,2226.429,2760.0,27.0,33.857,7609.757,56.394,62.999,78.097,0.764,0.958,0.85,,,,,,,,,67295.0,3241204.0,91.713,1.904,58874.0,1.666,0.038,26.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-28,270831.0,1897.0,2143.714,2789.0,29.0,33.143,7663.435,53.678,60.659,78.918,0.821,0.938,0.85,,,,,,,,,66003.0,3307207.0,93.581,1.868,60398.0,1.709,0.035,28.2,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-29,272590.0,1759.0,2062.0,2816.0,27.0,30.714,7713.208,49.773,58.346,79.682,0.764,0.8690000000000001,0.84,,,,,,,,,55119.0,3362326.0,95.14,1.56,59625.0,1.6869999999999998,0.035,28.9,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-30,274219.0,1629.0,1975.0,2842.0,26.0,29.571,7759.302,46.094,55.885,80.417,0.736,0.8370000000000001,0.84,,,,,,,,,64007.0,3426333.0,96.952,1.811,60817.0,1.721,0.032,30.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-07-31,275905.0,1686.0,1876.143,2866.0,24.0,27.714,7807.009,47.707,53.087,81.096,0.679,0.784,0.84,,,,,,,,,48305.0,3474638.0,98.318,1.367,59722.0,1.69,0.031,31.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-08-01,277478.0,1573.0,1786.429,2887.0,21.0,26.286,7851.518,44.51,50.549,81.691,0.594,0.7440000000000001,0.84,,,,,,,,,39824.0,3514462.0,99.445,1.127,56786.0,1.607,0.031,31.8,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-08-02,278835.0,1357.0,1699.1429999999998,2917.0,30.0,26.286,7889.916,38.398,48.07899999999999,82.539,0.8490000000000001,0.7440000000000001,0.84,,,,,,,,,44519.0,3558981.0,100.705,1.26,55010.0,1.557,0.031,32.4,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-08-03,280093.0,1258.0,1594.1429999999998,2949.0,32.0,27.0,7925.512,35.596,45.108,83.445,0.905,0.764,0.84,,,,,,,,,57483.0,3616464.0,102.331,1.6269999999999998,53609.0,1.517,0.03,33.6,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-08-04,281456.0,1363.0,1517.8570000000002,2984.0,35.0,27.857,7964.08,38.567,42.949,84.435,0.99,0.7879999999999999,0.84,,,,,,,,,55257.0,3671721.0,103.895,1.564,52073.0,1.473,0.029,34.3,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
SAU,Asia,Saudi Arabia,2020-08-05,282824.0,1368.0,1462.0,3020.0,36.0,29.143,8002.789000000002,38.709,41.369,85.454,1.019,0.825,0.85,,,,,,,,,58724.0,3730445.0,105.557,1.662,52588.0,1.4880000000000002,0.028,36.0,tests performed,,,,,,,,,,,,71.3,35340680.0,15.322,31.9,3.295,1.845,49045.41099999999,,259.538,17.72,1.8,25.4,,2.7,75.13,0.8540000000000001,,,,
